case:concept:name,concept:name,time:timestamp
Case 2355,Assign seriousness,2011-01-21 11:48:01
Case 2355,Take in charge ticket,2011-01-26 08:30:24
Case 2355,Resolve ticket,2011-02-16 10:30:36
Case 61,Assign seriousness,2011-09-16 07:04:39
Case 61,Take in charge ticket,2011-09-16 07:18:12
Case 61,Resolve ticket,2011-09-16 15:04:46
Case 2421,Assign seriousness,2012-04-11 12:30:26
Case 2421,Take in charge ticket,2012-04-11 12:30:34
Case 2421,Resolve ticket,2012-04-11 12:47:32
Case 1417,Assign seriousness,2012-07-13 08:52:15
Case 1417,Take in charge ticket,2012-07-17 07:54:58
Case 1417,Resolve ticket,2012-08-20 09:10:45
Case 2651,Assign seriousness,2011-06-13 09:35:25
Case 2651,Take in charge ticket,2011-06-13 09:35:37
Case 2651,Resolve ticket,2011-06-13 09:36:24
Case 2163,Assign seriousness,2013-01-15 17:06:47
Case 2163,Take in charge ticket,2013-01-15 17:07:56
Case 2163,Wait,2013-01-22 14:27:25
Case 2163,Resolve ticket,2013-02-04 16:34:02
Case 1370,Assign seriousness,2012-06-07 15:17:19
Case 1370,Take in charge ticket,2012-06-07 15:17:28
Case 1370,Resolve ticket,2012-06-18 12:22:15
Case 123,Assign seriousness,2011-05-06 07:33:07
Case 123,Take in charge ticket,2011-05-06 07:33:39
Case 123,Wait,2011-05-06 12:55:50
Case 123,Take in charge ticket,2011-05-12 13:45:43
Case 123,Resolve ticket,2011-05-12 13:45:54
Case 2878,Assign seriousness,2011-01-11 09:50:51
Case 2878,Take in charge ticket,2011-01-13 13:03:52
Case 2878,Resolve ticket,2011-01-13 13:14:52
Case 1079,Assign seriousness,2013-10-23 07:07:54
Case 1079,Take in charge ticket,2013-10-23 07:42:54
Case 1079,Wait,2013-10-23 08:21:51
Case 1079,Wait,2013-10-23 08:21:51
Case 1079,Resolve ticket,2013-11-18 15:53:04
Case 557,Take in charge ticket,2013-02-26 17:02:16
Case 557,Resolve ticket,2013-04-08 10:35:50
Case 2426,Assign seriousness,2011-12-01 14:53:47
Case 2426,Take in charge ticket,2011-12-02 16:29:07
Case 2426,Wait,2011-12-13 09:50:00
Case 2426,Resolve ticket,2011-12-22 13:36:37
Case 1107,Assign seriousness,2011-10-13 07:17:13
Case 1107,Take in charge ticket,2011-10-14 12:41:30
Case 1107,Resolve ticket,2011-10-14 13:22:09
Case 1317,Assign seriousness,2012-07-18 07:01:14
Case 1317,Resolve ticket,2012-07-18 07:24:34
Case 1543,Assign seriousness,2013-04-17 07:40:27
Case 1543,Take in charge ticket,2013-05-02 10:34:28
Case 1543,Wait,2013-05-02 10:49:00
Case 1543,Resolve ticket,2013-05-08 12:19:28
Case 650,Assign seriousness,2012-06-28 10:33:25
Case 650,Take in charge ticket,2012-06-28 10:33:35
Case 650,Resolve ticket,2012-06-29 08:14:35
Case 842,Assign seriousness,2011-02-21 08:53:58
Case 842,Take in charge ticket,2011-02-21 08:54:17
Case 842,Resolve ticket,2011-02-21 09:00:43
Case 20,Assign seriousness,2013-05-09 07:10:37
Case 20,Take in charge ticket,2013-06-04 13:33:01
Case 20,Wait,2013-06-10 09:06:43
Case 20,Resolve ticket,2013-06-19 09:12:02
Case 1141,Assign seriousness,2010-08-11 12:41:35
Case 1141,Take in charge ticket,2010-08-30 15:03:37
Case 1141,Wait,2010-08-30 15:04:04
Case 1141,Take in charge ticket,2010-09-13 08:50:59
Case 1141,Wait,2010-09-13 08:51:37
Case 1141,Take in charge ticket,2010-09-13 10:33:01
Case 1141,Wait,2010-09-13 10:33:06
Case 1141,Take in charge ticket,2010-09-13 10:33:18
Case 1141,Wait,2010-09-13 10:33:27
Case 1141,Take in charge ticket,2010-09-20 09:04:20
Case 1141,Resolve ticket,2010-09-20 09:04:28
Case 1605,Assign seriousness,2013-06-27 10:37:50
Case 1605,Take in charge ticket,2013-07-05 07:07:07
Case 1605,Take in charge ticket,2013-07-15 08:41:41
Case 1605,Wait,2013-07-15 08:50:15
Case 1605,Resolve ticket,2013-07-15 09:15:42
Case 2529,Assign seriousness,2010-12-03 13:36:26
Case 2529,Take in charge ticket,2010-12-06 07:48:39
Case 2529,Resolve ticket,2010-12-06 08:00:53
Case 314,Assign seriousness,2011-04-14 08:29:40
Case 314,Take in charge ticket,2011-04-18 09:50:42
Case 314,Resolve ticket,2011-04-18 09:57:59
Case 2704,Assign seriousness,2011-02-02 13:50:31
Case 2704,Take in charge ticket,2011-02-09 14:14:46
Case 2704,Resolve ticket,2011-02-09 14:15:45
Case 477,Assign seriousness,2012-01-04 08:34:18
Case 477,Take in charge ticket,2012-01-04 08:34:29
Case 477,Resolve ticket,2012-01-04 09:17:14
Case 1463,Assign seriousness,2011-09-02 15:14:41
Case 1463,Assign seriousness,2011-09-14 07:54:09
Case 1463,Take in charge ticket,2011-09-14 09:24:43
Case 1463,Resolve ticket,2011-09-15 12:22:27
Case 2802,Assign seriousness,2011-02-15 09:38:24
Case 2802,Take in charge ticket,2011-02-15 09:39:26
Case 2802,Resolve ticket,2011-02-15 10:48:30
Case 736,Assign seriousness,2012-01-10 16:22:31
Case 736,Take in charge ticket,2012-01-16 16:49:43
Case 736,Resolve ticket,2012-01-17 11:55:34
Case 35,Assign seriousness,2012-01-18 08:15:30
Case 35,Resolve ticket,2012-01-18 09:46:37
Case 1477,Assign seriousness,2011-12-19 15:47:05
Case 1477,Take in charge ticket,2011-12-21 09:58:34
Case 1477,Resolve ticket,2011-12-21 11:13:41
Case 793,Assign seriousness,2010-07-13 08:45:52
Case 793,Take in charge ticket,2010-07-13 08:48:07
Case 793,Resolve ticket,2010-07-13 13:07:59
Case 1038,Assign seriousness,2012-07-24 15:29:40
Case 1038,Take in charge ticket,2012-07-25 13:33:25
Case 1038,Resolve ticket,2012-07-25 13:53:33
Case 2348,Assign seriousness,2013-03-25 13:51:21
Case 2348,Take in charge ticket,2013-03-29 13:54:35
Case 2348,Wait,2013-03-29 16:28:33
Case 2348,Resolve ticket,2013-04-11 09:03:49
Case 234,Assign seriousness,2010-06-23 15:57:59
Case 234,Assign seriousness,2010-06-28 12:12:55
Case 234,Take in charge ticket,2010-07-07 10:10:15
Case 234,Resolve ticket,2010-07-07 10:10:30
Case 1081,Assign seriousness,2011-11-14 10:15:37
Case 1081,Take in charge ticket,2011-11-16 16:08:22
Case 1081,Wait,2011-11-17 08:31:09
Case 1081,Resolve ticket,2011-11-22 16:37:07
Case 1279,Assign seriousness,2010-09-17 13:16:42
Case 1279,Assign seriousness,2010-09-17 15:49:25
Case 1279,Take in charge ticket,2010-09-21 07:12:53
Case 1279,Resolve ticket,2010-09-21 07:13:28
Case 362,Assign seriousness,2012-02-23 09:45:01
Case 362,Take in charge ticket,2012-03-12 15:06:36
Case 362,Wait,2012-03-13 17:53:46
Case 362,Resolve ticket,2012-03-30 14:00:29
Case 620,Assign seriousness,2011-12-27 10:15:56
Case 620,Take in charge ticket,2011-12-27 14:02:18
Case 620,Wait,2011-12-27 15:02:37
Case 620,Take in charge ticket,2012-01-12 08:25:56
Case 620,Resolve ticket,2012-01-12 08:42:41
Case 1530,Assign seriousness,2011-07-07 08:40:38
Case 1530,Assign seriousness,2011-07-07 13:06:36
Case 1530,Take in charge ticket,2011-07-08 12:25:13
Case 1530,Resolve ticket,2011-07-08 12:26:33
Case 1191,Assign seriousness,2010-02-08 15:06:58
Case 1191,Take in charge ticket,2010-02-08 15:12:00
Case 1191,Wait,2010-02-08 15:12:28
Case 1191,Take in charge ticket,2010-02-25 16:56:34
Case 1191,Resolve ticket,2010-02-26 09:09:32
Case 2527,Assign seriousness,2011-01-14 11:24:59
Case 2527,Assign seriousness,2011-01-14 11:35:55
Case 2527,Take in charge ticket,2011-01-28 16:45:04
Case 2527,Resolve ticket,2011-01-28 16:45:43
Case 377,Assign seriousness,2011-12-16 14:59:08
Case 377,Take in charge ticket,2011-12-19 11:09:41
Case 377,Resolve ticket,2012-01-13 15:22:13
Case 1834,Assign seriousness,2011-02-21 08:25:08
Case 1834,Take in charge ticket,2011-02-21 08:25:49
Case 1834,Resolve ticket,2011-03-01 08:17:33
Case 161,Assign seriousness,2010-08-10 07:16:09
Case 161,Take in charge ticket,2010-08-12 10:33:35
Case 161,Resolve ticket,2010-08-13 07:24:41
Case 2397,Assign seriousness,2012-02-20 09:28:55
Case 2397,Take in charge ticket,2012-02-20 09:29:03
Case 2397,Resolve ticket,2012-02-20 11:45:35
Case 2475,Assign seriousness,2010-07-30 09:39:10
Case 2475,Take in charge ticket,2010-07-30 09:44:33
Case 2475,Create SW anomaly,2010-07-30 09:44:58
Case 2475,Resolve ticket,2010-09-09 08:20:06
Case 1214,Assign seriousness,2011-03-15 09:06:36
Case 1214,Take in charge ticket,2011-03-15 09:11:14
Case 1214,Take in charge ticket,2011-03-15 09:16:59
Case 1214,Resolve ticket,2011-03-15 09:29:40
Case 928,Assign seriousness,2011-02-14 14:15:17
Case 928,Take in charge ticket,2011-02-15 08:26:51
Case 928,Resolve ticket,2011-03-07 16:52:38
Case 1056,Assign seriousness,2012-06-06 12:08:26
Case 1056,Take in charge ticket,2012-06-06 12:08:43
Case 1056,Resolve ticket,2012-06-06 15:16:31
Case 1176,Assign seriousness,2012-11-29 08:35:40
Case 1176,Take in charge ticket,2012-12-04 08:56:43
Case 1176,Wait,2012-12-17 08:47:55
Case 1176,Resolve ticket,2013-01-11 10:53:32
Case 2530,Assign seriousness,2013-07-08 13:50:01
Case 2530,Take in charge ticket,2013-08-01 14:36:01
Case 2530,Resolve ticket,2013-08-01 15:22:54
Case 170,Assign seriousness,2012-05-02 15:54:51
Case 170,Take in charge ticket,2012-05-03 07:51:09
Case 170,Wait,2012-05-03 08:01:21
Case 170,Take in charge ticket,2012-05-17 07:46:38
Case 170,Wait,2012-05-17 07:47:13
Case 170,Resolve ticket,2012-05-18 07:18:57
Case 732,Assign seriousness,2013-03-15 08:46:36
Case 732,Create SW anomaly,2013-03-18 13:20:54
Case 732,Take in charge ticket,2013-03-18 13:32:28
Case 732,Create SW anomaly,2013-03-18 13:32:39
Case 732,Require upgrade,2013-03-22 09:08:41
Case 732,VERIFIED,2013-03-22 10:08:40
Case 732,DUPLICATE,2013-03-22 10:08:40
Case 732,Resolve ticket,2013-04-19 13:24:54
Case 2833,Assign seriousness,2012-04-02 12:49:53
Case 2833,Take in charge ticket,2012-04-02 14:32:57
Case 2833,Wait,2012-04-04 12:44:51
Case 2833,Resolve ticket,2012-04-13 13:38:24
Case 1098,Assign seriousness,2011-07-08 13:48:51
Case 1098,Assign seriousness,2011-07-13 16:01:04
Case 1098,Take in charge ticket,2011-07-13 16:01:28
Case 1098,Resolve ticket,2011-07-21 15:51:24
Case 2399,Assign seriousness,2013-02-15 16:23:57
Case 2399,Take in charge ticket,2013-02-20 16:57:05
Case 2399,Take in charge ticket,2013-02-25 11:38:48
Case 2399,Resolve ticket,2013-03-20 10:45:05
Case 2583,Assign seriousness,2010-11-25 15:04:12
Case 2583,Assign seriousness,2010-11-26 17:00:38
Case 2583,Take in charge ticket,2010-11-29 08:26:25
Case 2583,Wait,2010-11-29 08:39:26
Case 2583,Take in charge ticket,2010-12-23 09:44:06
Case 2583,Resolve ticket,2010-12-23 09:44:20
Case 191,Assign seriousness,2013-05-27 08:03:42
Case 191,Assign seriousness,2013-05-27 08:03:54
Case 191,Take in charge ticket,2013-05-27 10:17:58
Case 191,Resolve ticket,2013-07-02 07:27:38
Case 2718,Assign seriousness,2010-10-05 12:40:46
Case 2718,Take in charge ticket,2010-10-07 09:12:16
Case 2718,Resolve ticket,2010-10-07 09:13:07
Case 1685,Assign seriousness,2011-07-20 10:45:57
Case 1685,Take in charge ticket,2011-07-20 13:07:54
Case 1685,Wait,2011-07-20 13:08:22
Case 1685,Wait,2011-08-26 14:21:54
Case 1685,Resolve ticket,2011-08-29 07:27:52
Case 2889,Assign seriousness,2010-08-24 16:15:13
Case 2889,Take in charge ticket,2010-08-24 16:22:30
Case 2889,Resolve ticket,2010-08-24 16:22:44
Case 1322,Assign seriousness,2010-06-04 09:44:39
Case 1322,Take in charge ticket,2010-06-04 10:42:32
Case 1322,Wait,2010-06-04 10:42:52
Case 1322,Take in charge ticket,2010-06-21 16:34:06
Case 1322,Resolve ticket,2010-06-21 16:34:13
Case 2242,Assign seriousness,2012-04-23 15:07:23
Case 2242,Take in charge ticket,2012-04-23 15:34:43
Case 2242,Resolve ticket,2012-04-27 14:29:08
Case 2882,Assign seriousness,2011-07-01 10:01:39
Case 2882,Take in charge ticket,2011-07-04 11:06:39
Case 2882,Resolve ticket,2011-07-05 12:33:04
Case 1911,Assign seriousness,2011-05-31 13:33:21
Case 1911,Take in charge ticket,2011-05-31 13:33:41
Case 1911,Resolve ticket,2011-06-01 12:35:43
Case 2494,Assign seriousness,2011-11-23 10:14:26
Case 2494,Take in charge ticket,2011-11-23 10:14:34
Case 2494,Resolve ticket,2011-11-23 10:33:02
Case 2356,Assign seriousness,2013-09-18 13:36:29
Case 2356,Take in charge ticket,2013-09-19 07:49:48
Case 2356,Wait,2013-09-20 07:53:21
Case 2356,Wait,2013-10-01 12:08:31
Case 2356,Resolve ticket,2013-10-29 10:22:19
Case 956,Assign seriousness,2011-02-21 15:20:50
Case 956,Take in charge ticket,2011-02-21 15:21:46
Case 956,Resolve ticket,2011-03-08 11:13:06
Case 2762,Assign seriousness,2011-09-21 13:50:00
Case 2762,Take in charge ticket,2011-09-28 07:07:04
Case 2762,Resolve ticket,2011-10-03 13:27:47
Case 1025,Assign seriousness,2011-03-18 09:41:58
Case 1025,Take in charge ticket,2011-03-18 09:42:34
Case 1025,Wait,2011-03-25 14:24:59
Case 1025,Take in charge ticket,2011-04-20 15:42:11
Case 1025,Resolve ticket,2011-04-20 15:42:20
Case 2766,Assign seriousness,2011-11-15 17:06:24
Case 2766,Take in charge ticket,2011-11-18 11:22:57
Case 2766,Resolve ticket,2011-11-18 11:28:37
Case 1715,Assign seriousness,2011-10-04 12:39:51
Case 1715,Resolve ticket,2011-10-04 12:42:42
Case 384,Assign seriousness,2013-11-04 08:24:37
Case 384,Take in charge ticket,2013-11-18 15:51:48
Case 384,Wait,2013-11-19 09:22:56
Case 384,Resolve ticket,2013-12-18 11:13:02
Case 2575,Assign seriousness,2012-07-23 08:21:01
Case 2575,Take in charge ticket,2012-07-27 10:49:30
Case 2575,Wait,2012-08-03 16:21:17
Case 2575,Resolve ticket,2012-08-06 09:39:32
Case 3044,Assign seriousness,2012-10-30 09:18:37
Case 3044,Take in charge ticket,2012-10-30 09:19:07
Case 3044,Resolve ticket,2012-11-15 09:05:15
Case 1947,Assign seriousness,2010-11-09 15:08:43
Case 1947,Assign seriousness,2010-11-09 15:09:17
Case 1947,Take in charge ticket,2010-11-26 17:02:49
Case 1947,Resolve ticket,2010-11-26 17:03:14
Case 429,Assign seriousness,2011-06-21 15:42:53
Case 429,Assign seriousness,2011-06-21 15:43:03
Case 429,Take in charge ticket,2011-06-23 12:57:37
Case 429,Resolve ticket,2011-06-23 14:56:12
Case 2171,Assign seriousness,2012-07-06 14:12:41
Case 2171,Take in charge ticket,2012-07-11 08:36:03
Case 2171,Resolve ticket,2012-07-11 12:45:29
Case 2576,Assign seriousness,2012-04-16 07:01:55
Case 2576,Take in charge ticket,2012-04-16 07:09:01
Case 2576,Wait,2012-04-26 15:59:05
Case 2576,Resolve ticket,2012-05-15 08:33:28
Case 2246,Assign seriousness,2011-09-08 07:42:42
Case 2246,Take in charge ticket,2011-09-08 07:44:47
Case 2246,Resolve ticket,2011-09-09 12:28:45
Case 267,Assign seriousness,2011-05-05 09:41:25
Case 267,Take in charge ticket,2011-05-05 09:42:08
Case 267,Resolve ticket,2011-05-05 13:14:58
Case 2829,Assign seriousness,2010-06-04 07:34:21
Case 2829,Take in charge ticket,2010-06-04 13:08:07
Case 2829,Resolve ticket,2010-06-04 13:08:23
Case 1022,Assign seriousness,2012-01-05 16:55:40
Case 1022,Assign seriousness,2012-01-05 16:55:53
Case 1022,Take in charge ticket,2012-01-11 11:59:45
Case 1022,Resolve ticket,2012-01-12 10:39:39
Case 1874,Insert ticket,2013-05-27 13:03:56
Case 1874,Assign seriousness,2013-05-30 07:32:46
Case 1874,Take in charge ticket,2013-06-05 10:18:56
Case 1874,Wait,2013-06-06 14:03:23
Case 1874,Resolve ticket,2013-06-12 14:48:58
Case 2645,Assign seriousness,2011-06-27 10:13:11
Case 2645,Assign seriousness,2011-06-27 10:13:33
Case 2645,Take in charge ticket,2011-07-01 10:36:40
Case 2645,Resolve ticket,2011-07-01 10:36:49
Case 344,Assign seriousness,2012-01-19 17:02:37
Case 344,Take in charge ticket,2012-01-19 17:02:55
Case 344,Resolve ticket,2012-01-20 14:47:10
Case 1618,Assign seriousness,2010-10-19 15:01:02
Case 1618,Take in charge ticket,2010-10-19 15:01:34
Case 1618,Resolve ticket,2010-10-19 15:02:31
Case 2997,Assign seriousness,2011-10-17 09:38:04
Case 2997,Take in charge ticket,2011-10-18 08:45:50
Case 2997,Resolve ticket,2011-10-18 15:37:01
Case 2784,Assign seriousness,2010-10-14 13:51:38
Case 2784,Take in charge ticket,2010-10-26 15:24:45
Case 2784,Resolve ticket,2010-10-27 12:56:22
Case 1467,Assign seriousness,2012-05-03 09:57:21
Case 1467,Take in charge ticket,2012-05-03 13:21:49
Case 1467,Resolve ticket,2012-05-03 14:37:24
Case 1058,Assign seriousness,2012-06-28 12:24:41
Case 1058,Take in charge ticket,2012-06-28 12:25:05
Case 1058,Wait,2012-07-13 13:26:12
Case 1058,Resolve ticket,2012-07-18 15:43:16
Case 1613,Assign seriousness,2010-12-09 14:24:16
Case 1613,Take in charge ticket,2010-12-10 08:08:21
Case 1613,Resolve ticket,2010-12-10 13:22:10
Case 726,Assign seriousness,2011-10-11 10:28:46
Case 726,Take in charge ticket,2011-10-12 15:08:05
Case 726,Resolve ticket,2011-10-12 15:22:23
Case 1021,Assign seriousness,2010-05-18 14:59:36
Case 1021,Take in charge ticket,2010-05-19 08:08:06
Case 1021,Resolve ticket,2010-05-20 10:17:39
Case 411,Assign seriousness,2010-11-26 17:02:49
Case 411,Take in charge ticket,2010-12-07 14:00:09
Case 411,Resolve ticket,2010-12-10 13:25:46
Case 627,Assign seriousness,2012-07-10 07:23:55
Case 627,Take in charge ticket,2012-07-10 07:24:26
Case 627,Resolve ticket,2012-07-10 11:16:10
Case 1122,Assign seriousness,2012-07-31 07:20:05
Case 1122,Take in charge ticket,2012-07-31 07:20:14
Case 1122,Resolve ticket,2012-07-31 10:24:45
Case 902,Assign seriousness,2011-09-28 15:48:22
Case 902,Take in charge ticket,2011-09-28 15:48:33
Case 902,Resolve ticket,2011-09-30 12:18:02
Case 1073,Assign seriousness,2011-12-30 08:47:19
Case 1073,Take in charge ticket,2012-01-02 08:40:49
Case 1073,Resolve ticket,2012-01-02 09:45:20
Case 2492,Assign seriousness,2013-04-09 09:35:47
Case 2492,Take in charge ticket,2013-04-26 10:07:53
Case 2492,Resolve ticket,2013-04-26 10:57:39
Case 2715,Assign seriousness,2011-04-27 09:32:26
Case 2715,Take in charge ticket,2011-04-27 09:53:02
Case 2715,Resolve ticket,2011-04-27 10:54:28
Case 1825,Assign seriousness,2012-03-05 13:42:13
Case 1825,Take in charge ticket,2012-03-06 09:26:51
Case 1825,Wait,2012-03-13 14:52:53
Case 1825,Resolve ticket,2012-03-28 08:24:35
Case 2647,Assign seriousness,2010-09-23 10:45:47
Case 2647,Take in charge ticket,2010-09-23 10:46:11
Case 2647,Resolve ticket,2010-09-23 10:47:28
Case 2367,Assign seriousness,2012-08-08 14:34:59
Case 2367,Take in charge ticket,2012-08-31 09:02:30
Case 2367,Resolve ticket,2012-09-17 07:35:57
Case 2104,Assign seriousness,2012-10-26 09:47:25
Case 2104,Take in charge ticket,2012-10-29 16:00:25
Case 2104,Require upgrade,2012-11-13 09:47:17
Case 2104,Resolve ticket,2012-11-20 09:37:03
Case 888,Assign seriousness,2012-07-20 10:07:01
Case 888,Take in charge ticket,2012-07-25 13:32:00
Case 888,Resolve ticket,2012-07-25 14:29:33
Case 1585,Assign seriousness,2010-05-25 07:57:21
Case 1585,Take in charge ticket,2010-05-28 12:33:23
Case 1585,Resolve ticket,2010-05-28 12:33:49
Case 852,Assign seriousness,2010-10-26 14:50:16
Case 852,Take in charge ticket,2010-10-26 14:50:38
Case 852,Resolve ticket,2010-10-26 14:51:09
Case 1455,Assign seriousness,2011-05-26 07:21:01
Case 1455,Take in charge ticket,2011-05-26 07:21:27
Case 1455,Resolve ticket,2011-05-26 10:08:06
Case 2083,Assign seriousness,2012-12-04 15:33:24
Case 2083,Take in charge ticket,2012-12-05 08:10:29
Case 2083,Resolve ticket,2013-01-09 10:16:39
Case 2942,Assign seriousness,2011-05-27 07:16:54
Case 2942,Take in charge ticket,2011-05-27 07:17:24
Case 2942,Resolve ticket,2011-05-27 14:47:59
Case 1152,Assign seriousness,2010-10-05 08:03:32
Case 1152,Take in charge ticket,2010-10-06 08:51:51
Case 1152,Resolve ticket,2010-10-06 08:59:12
Case 2735,Assign seriousness,2011-07-18 10:05:43
Case 2735,Take in charge ticket,2011-07-18 10:05:57
Case 2735,Wait,2011-07-20 08:17:20
Case 2735,Resolve ticket,2011-08-03 14:02:11
Case 1111,Assign seriousness,2012-11-29 10:43:04
Case 1111,Take in charge ticket,2012-12-05 10:33:55
Case 1111,Wait,2012-12-05 11:39:21
Case 1111,Take in charge ticket,2012-12-27 08:16:33
Case 1111,Resolve ticket,2012-12-27 08:17:41
Case 1551,Assign seriousness,2010-10-21 09:03:54
Case 1551,Take in charge ticket,2010-10-26 10:32:18
Case 1551,Resolve ticket,2010-10-26 10:32:35
Case 2309,Assign seriousness,2010-07-14 12:59:42
Case 2309,Assign seriousness,2010-07-16 09:38:44
Case 2309,Take in charge ticket,2010-07-20 14:17:15
Case 2309,Resolve ticket,2010-07-20 15:49:34
Case 2672,Assign seriousness,2012-01-26 16:36:18
Case 2672,Take in charge ticket,2012-01-26 17:13:35
Case 2672,Resolve ticket,2012-01-27 13:15:28
Case 2656,Assign seriousness,2012-06-26 10:58:41
Case 2656,Take in charge ticket,2012-06-26 10:59:09
Case 2656,Resolve ticket,2012-06-26 10:59:30
Case 139,Assign seriousness,2010-04-19 07:44:31
Case 139,Take in charge ticket,2010-04-19 09:15:20
Case 139,Resolve ticket,2010-04-19 09:26:05
Case 968,Assign seriousness,2012-05-14 14:48:40
Case 968,Take in charge ticket,2012-05-14 14:49:06
Case 968,Resolve ticket,2012-05-15 07:34:15
Case 2523,Assign seriousness,2011-10-07 08:38:22
Case 2523,Assign seriousness,2011-10-11 15:19:02
Case 2523,Resolve ticket,2011-10-11 15:23:56
Case 1483,Assign seriousness,2012-05-22 07:02:11
Case 1483,Take in charge ticket,2012-05-23 08:06:15
Case 1483,Resolve ticket,2012-05-24 08:27:18
Case 1104,Assign seriousness,2012-12-14 15:08:04
Case 1104,Take in charge ticket,2013-01-02 09:05:43
Case 1104,Resolve ticket,2013-01-23 09:39:01
Case 395,Assign seriousness,2011-12-15 10:32:48
Case 395,Take in charge ticket,2011-12-15 10:32:56
Case 395,Resolve ticket,2011-12-15 10:49:44
Case 1099,Assign seriousness,2010-06-23 15:01:22
Case 1099,Take in charge ticket,2010-06-28 11:07:41
Case 1099,Resolve ticket,2010-06-28 11:08:00
Case 1644,Assign seriousness,2011-09-29 07:59:41
Case 1644,Take in charge ticket,2011-09-29 08:22:43
Case 1644,Resolve ticket,2011-09-29 08:25:53
Case 751,Insert ticket,2011-06-24 15:24:10
Case 751,Assign seriousness,2011-06-28 09:31:25
Case 751,Assign seriousness,2011-06-28 09:31:26
Case 751,Take in charge ticket,2011-06-28 12:49:33
Case 751,Resolve ticket,2011-06-28 13:34:37
Case 905,Assign seriousness,2011-07-19 13:08:41
Case 905,Assign seriousness,2011-07-19 13:17:50
Case 905,Take in charge ticket,2011-07-19 14:54:43
Case 905,Resolve ticket,2011-07-19 14:54:58
Case 2714,Assign seriousness,2012-09-19 09:24:49
Case 2714,Take in charge ticket,2012-09-24 07:01:36
Case 2714,Resolve ticket,2012-10-08 07:58:09
Case 2021,Assign seriousness,2013-03-01 15:10:16
Case 2021,Take in charge ticket,2013-03-01 16:32:18
Case 2021,Wait,2013-03-01 16:34:20
Case 2021,Resolve ticket,2013-04-08 09:53:12
Case 2700,Assign seriousness,2013-02-15 10:33:26
Case 2700,Take in charge ticket,2013-02-18 16:18:51
Case 2700,Wait,2013-02-18 16:43:18
Case 2700,Resolve ticket,2013-03-18 14:12:44
Case 1075,Assign seriousness,2012-08-07 10:01:46
Case 1075,Take in charge ticket,2012-08-23 07:05:34
Case 1075,Resolve ticket,2012-09-05 08:54:11
Case 1357,Assign seriousness,2010-09-20 14:52:16
Case 1357,Take in charge ticket,2010-09-20 14:52:31
Case 1357,Resolve ticket,2010-09-20 14:52:54
Case 2617,Assign seriousness,2012-05-18 08:25:23
Case 2617,Take in charge ticket,2012-06-08 13:48:21
Case 2617,Resolve ticket,2012-06-15 09:23:31
Case 2035,Assign seriousness,2013-04-10 10:23:36
Case 2035,Take in charge ticket,2013-04-17 08:36:08
Case 2035,Create SW anomaly,2013-04-17 08:36:31
Case 2035,Require upgrade,2013-04-17 08:36:49
Case 2035,Resolve ticket,2013-05-07 13:34:15
Case 154,Assign seriousness,2013-01-28 10:41:57
Case 154,Take in charge ticket,2013-01-29 13:23:39
Case 154,Wait,2013-02-12 09:56:04
Case 154,Resolve ticket,2013-02-20 09:07:48
Case 237,Assign seriousness,2013-08-12 13:14:38
Case 237,Take in charge ticket,2013-08-26 10:33:33
Case 237,Require upgrade,2013-08-28 13:00:20
Case 237,Resolve ticket,2013-08-30 08:10:30
Case 2531,Assign seriousness,2011-11-04 08:21:54
Case 2531,Take in charge ticket,2011-11-04 11:15:31
Case 2531,Resolve ticket,2011-11-04 11:21:19
Case 402,Assign seriousness,2013-06-06 07:20:18
Case 402,Take in charge ticket,2013-06-06 07:20:41
Case 402,Resolve ticket,2013-06-26 07:17:25
Case 2731,Assign seriousness,2011-05-30 09:32:01
Case 2731,Take in charge ticket,2011-05-30 09:32:39
Case 2731,Resolve ticket,2011-05-30 10:32:04
Case 381,Assign seriousness,2012-04-12 08:19:28
Case 381,Take in charge ticket,2012-04-12 08:19:36
Case 381,Resolve ticket,2012-04-16 15:29:50
Case 2959,Assign seriousness,2010-04-21 15:53:03
Case 2959,Take in charge ticket,2010-05-24 09:17:47
Case 2959,Resolve ticket,2010-05-24 09:17:57
Case 25,Assign seriousness,2010-12-30 09:27:17
Case 25,Take in charge ticket,2010-12-30 13:14:04
Case 25,Resolve ticket,2010-12-30 15:16:35
Case 780,Assign seriousness,2012-10-23 15:53:45
Case 780,Take in charge ticket,2012-11-08 08:15:24
Case 780,Wait,2012-11-08 08:29:54
Case 780,Resolve ticket,2012-11-08 09:52:10
Case 1271,Assign seriousness,2012-06-19 08:22:48
Case 1271,Resolve ticket,2012-06-19 09:46:13
Case 2013,Assign seriousness,2012-10-05 10:28:46
Case 2013,Take in charge ticket,2012-10-10 15:37:27
Case 2013,Resolve ticket,2012-10-25 09:38:38
Case 952,Assign seriousness,2011-11-16 11:15:00
Case 952,Take in charge ticket,2011-11-18 15:08:39
Case 952,Wait,2011-11-24 11:31:13
Case 952,Resolve ticket,2011-12-13 14:50:21
Case 3037,Assign seriousness,2013-02-07 14:00:23
Case 3037,Take in charge ticket,2013-02-11 11:11:03
Case 3037,Wait,2013-02-11 14:38:35
Case 3037,Resolve ticket,2013-03-13 08:23:48
Case 12,Assign seriousness,2013-03-18 10:47:34
Case 12,Take in charge ticket,2013-03-18 15:03:49
Case 12,Resolve ticket,2013-04-03 07:13:38
Case 2896,Assign seriousness,2011-04-27 13:02:00
